ID,名字,稱號,稀有度,屬性,武器種類,國別,性別,年齡,HP(Max),攻撃力(Max),攻擊體數,攻撃段數,攻擊距離,攻撃間隔,移動速度,韌性,成長,DPS,DPS(Total),火補正,水補正,風補正,光補正,暗補正
21036,ヴァニラ,飴杖の魔術師,2,炎,魔法,お菓子の国,女,20,3304,8024,2,1,175,2.89,46,32,早熟,2776,5553,100,63,160,100,100
21037,ひぶき,扇工の弓士,2,炎,弓矢,和の国,男,19,4475,8425,1,1,165,2.34,51,41,平均,3600,3600,100,77,130,100,100
21038,ブランドル,双炎の銃士,2,炎,銃弾,西部の国,男,24,4359,7392,2,1,140,2.44,52,37,晩成,3030,6059,100,74,135,100,100
21039,ゆのか,蓮飾りの巫女,2,炎,魔法,和の国,女,19,3370,10305,1,2,170,2.68,42,34,平均,3845,3845,100,56,180,100,100
21040,ヒルダ,鳶目の弓士,2,炎,弓矢,植物の国,女,17,3875,8290,1,1,160,2.32,55,36,平均,3573,3573,100,74,135,100,100
21041,シャルメ,透翅の術士,2,炎,回復,妖精の国,女,15,3776,5513,2,1,165,2.58,54,27,早熟,2137,4274,120,110,110,100,110
21042,カナト,伴焔の従者,2,炎,銃弾,科学の国,男,20,4475,8553,1,2,155,2.45,49,40,早熟,3491,3491,100,71,140,100,100
22001,レナータ,悠揚たる銃士,2,水,銃弾,雪の国,女,15,3682,8100,1,1,160,2.05,53,34,早熟,3951,3951,140,100,71,100,100
22002,あおにび,青鈍の弓使い,2,水,弓矢,和の国,男,12,4953,10224,1,1,155,2.69,52,46,晩成,3801,3801,140,100,71,100,100
22003,ワイアット,愛嬌の槍士,2,水,突撃,王国,男,14,5891,5098,2,1,35,1.86,52,40,早熟,2741,5482,130,100,77,100,100
22004,シュリカ,見習い盗賊,2,水,突撃,砂漠の国,女,13,5055,5850,1,3,11,1.34,65,44,平均,4366,4366,160,100,63,100,100
22005,エリカ,正義の女剣士,2,水,斬撃,王国,女,17,5060,7590,1,1,18,2.08,64,50,早熟,3649,3649,150,100,67,100,100
22006,おにひめ,黒髪靡く槍士,2,水,突撃,和の国,女,20,6480,5685,3,1,35,2.40,51,50,晩成,2369,7106,140,100,71,100,100
22007,キノロン,淡青の科学者,2,水,斬撃,科学の国,女,15,6457,5551,1,1,18,1.80,56,44,早熟,3084,3084,150,100,67,100,100
22008,クライド,露草の僧侶,2,水,回復,王国,男,18,5055,7400,1,1,155,2.50,45,44,平均,2960,2960,100,120,100,100,100
22009,コロン,紺青の僧侶,2,水,回復,死者の国,女,15,4720,4796,2,1,150,2.48,47,45,早熟,1934,3868,100,120,100,100,100
22010,シオン,水明の舞手,2,水,斬撃,少数民族の国,男,15,6275,7825,1,1,18,2.07,66,37,平均,3780,3780,130,100,77,100,100
22011,シトラス,愛謡う弓士,2,水,弓矢,お菓子の国,男,23,4145,9085,1,1,155,2.22,54,35,平均,4092,4092,130,100,77,100,100
22012,ステラ,星夜の旅人,2,水,弓矢,王国,女,21,4360,6915,1,1,160,2.85,50,33,平均,2426,2426,150,100,67,100,100
22013,スノー,氷結の重戦士,2,水,打撃,雪の国,女,15,6986,4909,3,1,25,2.90,51,48,早熟,1693,5078,150,100,67,100,100
22014,セレス,白翼の少女,2,水,魔法,空の国,女,18,3680,7670,3,1,165,3.30,54,20,平均,2324,6973,180,100,56,100,100
22015,ダイナー,原始の斧使い,2,水,打撃,恐竜の国,男,26,6004,4418,4,1,25,3.01,50,71,早熟,1468,5871,140,100,71,100,100
22016,ニーナ,雨色の槍使い,2,水,突撃,植物の国,女,14,7095,6300,1,3,35,1.70,57,45,晩成,3706,3706,130,100,77,100,100
22017,ネル,波風の撃手,2,水,銃弾,常夏の国,女,15,3965,7930,1,1,120,2.15,52,33,早熟,3688,3688,130,100,77,100,100
22018,ピッピ,雪の魔法使い,2,水,魔法,雪の国,女,16,3740,10710,1,3,175,2.80,45,24,平均,3825,3825,160,100,63,100,100
22019,プウカ,鋭爪の猫族,2,水,斬撃,動物の国,女,16,5211,6155,1,1,13,1.50,73,24,早熟,4103,4103,130,100,77,100,100
22020,ヘーゼル,流水の舞手,2,水,回復,少数民族の国,女,14,3990,7670,1,1,160,2.40,49,32,平均,3196,3196,100,120,100,100,100
22021,ベリル,星杖の妖精,2,水,魔法,妖精の国,女,13,3012,8697,2,1,160,2.70,60,21,晩成,3221,6442,170,100,59,100,100
22022,ホークス,浮名の剣士,2,水,斬撃,西部の国,男,21,5702,6363,1,1,18,1.73,63,40,早熟,3678,3678,140,100,71,100,100
22023,マリン,銀の女剣士,2,水,斬撃,機械の国,女,17,6480,9450,1,1,18,2.25,62,39,晩成,4200,4200,140,100,71,100,100
22024,ユルエ,異才の劣等生,2,水,魔法,魔法の国,女,16,3648,11730,1,4,160,2.95,40,20,晩成,3976,3976,180,100,56,100,100
22025,ラッセン,調和の策士,2,水,打撃,エレキの国,男,20,7530,4698,4,1,25,2.81,52,56,晩成,1672,6688,130,100,77,100,100
22026,リーネ,好血の女戦士,2,水,打撃,死者の国,女,16,8775,5075,2,1,25,2.93,53,68,平均,1732,3464,150,100,67,100,100
22027,レヒト,蒼の魔法使い,2,水,魔法,魔法の国,男,17,3474,8345,2,1,170,3.15,46,29,早熟,2649,5298,180,100,56,100,100
22028,ティルア,藍白の剣士,2,水,打撃,空の国,男,15,6780,7090,1,1,30,2.33,61,45,平均,3043,3043,130,100,77,100,100
22029,ジネット,蒼夜の流れ星,2,水,突撃,お菓子の国,女,16,6735,4656,2,1,30,1.60,62,53,晩成,2910,5820,140,100,71,100,100
22030,レイヴン,鴉羽の槍士,2,水,突撃,西部の国,男,17,6335,5075,3,1,35,2.18,67,48,平均,2328,6984,150,100,67,100,100
22031,キファラ,操具の補佐員,2,水,突撃,恐竜の国,女,21,5715,6915,1,1,75,1.77,51,42,平均,3907,3907,130,100,77,100,100
22032,ハーフェス,氷柱の銃士,2,水,銃弾,雪の国,男,25,4305,8345,1,1,160,2.33,49,43,早熟,3582,3582,130,100,77,100,100
22033,ヨージェフ,夢追いの銃士,2,水,銃弾,妖精の国,男,51,4698,7488,2,1,125,2.53,50,41,晩成,2960,5919,130,100,77,100,100
22034,カシュパル,虚氷の少年,2,水,銃弾,雪の国,男,?,3474,6646,1,1,125,1.84,47,31,早熟,3612,3612,140,100,71,100,100
22035,リュシアン,狭間の惑い子,2,水,回復,死者の国,男,12,3895,5870,2,1,160,2.52,45,30,平均,2329,4659,100,120,110,100,100
22036,トレヴァー,長靴の魔術師,2,水,魔法,機械の国,男,15,5568,6480,3,1,135,3.25,45,45,晩成,1994,5982,170,100,59,100,100
22037,ペシェ,白藍の弓士,2,水,弓矢,常夏の国,女,10,3990,8950,1,1,140,2.35,49,28,平均,3809,3809,140,100,71,100,100
22038,タトル,水浪の銃士,2,水,銃弾,機械の国,女,19,4145,8020,1,1,165,2.20,58,38,平均,3645,3645,135,100,74,100,100
22039,フルシア,青藍の術士,2,水,魔法,エレキの国,女,20,4890,8855,1,3,135,2.85,45,40,早熟,3107,3107,155,100,65,100,100
22040,ヤツィ,旅する巫師,2,水,打撃,西部の国,女,14,7212,5547,2,1,25,2.28,58,42,晩成,2433,4866,145,100,69,100,100
22041,ミノリィ,和装の護衛人,2,水,突撃,妖精の国,女,11,5362,7288,1,3,35,1.89,65,49,早熟,3856,3856,150,100,67,100,100
22042,アモル,激流の後輩,2,水,斬撃,雪の国,女,15,5211,5513,2,1,15,1.86,64,37,早熟,2964,5928,130,100,77,100,100
23001,アルリィ,軽身の弓士,2,風,弓矢,少数民族の国,女,16,4305,7760,1,1,145,2.06,61,35,早熟,3767,3767,77,130,100,100,100
23002,そら,宙を識る者,2,風,回復,あんガルの国,女,18,4635,6045,2,1,160,2.70,47,37,晩成,2239,4478,100,100,120,100,100
23003,ノーマン,深緑の医者,2,風,魔法,植物の国,男,27,3525,11080,1,1,170,2.80,46,33,平均,3957,3957,63,160,100,100,100
23004,いろは,朱襟巻の女忍,2,風,斬撃,和の国,女,15,5400,5570,1,2,13,1.29,72,11,早熟,4318,4318,71,140,100,100,100
23005,オレグ,遊楽の技師,2,風,銃弾,機械の国,男,22,4900,8000,1,1,130,2.20,51,45,平均,3636,3636,77,130,100,100,100
23006,カペル,微笑の槍使い,2,風,突撃,少数民族の国,女,19,6585,4495,3,1,35,1.95,58,41,平均,2305,6915,77,130,100,100,100
23007,キティ,夏風の僧侶,2,風,回復,常夏の国,女,15,4890,6042,1,1,160,2.44,48,42,早熟,2476,2476,100,100,120,100,100
23008,キルファ,雀斑眼鏡の娘,2,風,斬撃,植物の国,女,21,9065,4650,1,1,15,1.99,51,70,平均,2337,2337,77,130,100,100,100
23009,セオドア,大海の雛鳥,2,風,斬撃,常夏の国,男,15,6279,7350,1,1,18,1.90,61,47,晩成,3868,3868,71,140,100,100,100
23010,ソール,光輪の双剣士,2,風,斬撃,空の国,男,17,5362,5570,2,1,25,2.03,66,35,早熟,2744,5488,71,140,100,100,100
23011,ターニャ,夏草の魔術師,2,風,魔法,常夏の国,女,11,3447,7806,3,1,170,3.03,44,24,晩成,2576,7729,56,180,100,100,100
23012,チック,花冠の弓使い,2,風,弓矢,妖精の国,女,14,3210,9025,1,1,135,2.62,65,24,早熟,3445,3445,71,140,100,100,100
23013,ティタン,瞬足の格闘家,2,風,突撃,恐竜の国,男,15,5098,5230,1,3,11,1.40,66,61,早熟,3736,3736,59,170,100,100,100
23014,ティンバー,淡緑の剣士,2,風,斬撃,西部の国,男,17,6140,6955,1,1,18,1.95,57,53,平均,3567,3567,67,150,100,100,100
23015,ナキ,風の戦闘狂,2,風,斬撃,少数民族の国,女,19,4607,6193,1,1,13,1.47,64,28,早熟,4213,4213,83,120,100,100,100
23016,ノノ,白の尻尾使い,2,風,打撃,動物の国,女,17,7212,4932,4,1,25,2.70,59,46,晩成,1827,7307,77,130,100,100,100
23017,ハンス,白羽の射手,2,風,弓矢,王国,男,20,4300,9550,1,1,150,2.77,57,32,平均,3448,3448,67,150,100,100,100
23018,バーバラ,酔乱の旅人,2,風,打撃,死者の国,女,25,7965,5727,2,1,25,2.35,60,51,晩成,2437,4874,77,130,100,100,100
23019,ファム,白線の格闘家,2,風,突撃,砂漠の国,男,16,5695,5830,1,3,11,1.47,69,67,平均,3966,3966,67,150,100,100,100
23020,フィーリア,見習い薬師,2,風,回復,王国,女,11,2870,3852,2,1,150,2.25,49,38,早熟,1712,3424,100,100,120,100,100
23021,フェルゼン,灰の老騎士,2,風,銃弾,王国,男,52,5430,8718,1,1,135,2.17,45,49,晩成,4018,4018,71,140,100,100,100
23022,フォトン,深緑の槍使い,2,風,突撃,死者の国,女,18,6470,6005,1,3,35,1.66,66,44,平均,3617,3617,71,140,100,100,100
23023,ベル,円環の銃使い,2,風,銃弾,機械の国,女,19,3855,7825,1,1,125,1.85,55,38,平均,4230,4230,77,130,100,100,100
23024,マーブル,旅の楽天家,2,風,打撃,植物の国,女,17,7980,6625,1,1,25,2.30,53,43,平均,2880,2880,71,140,100,100,100
23025,マーレイ,旅の宣教師,2,風,回復,死者の国,女,16,4475,6646,1,1,155,2.50,47,36,早熟,2658,2658,100,100,120,100,100
23026,マオ,薄紅の格闘家,2,風,突撃,エレキの国,女,16,4588,6004,1,3,11,1.52,70,45,早熟,3950,3950,63,160,100,100,100
23027,メーア,放浪の魔術師,2,風,魔法,魔法の国,男,19,3565,7865,2,1,175,2.60,45,26,平均,3025,6050,59,170,100,100,100
23028,もねこ,一番星の音色,2,風,魔法,にゃんこの国,女,17,5112,9450,1,1,155,2.70,43,38,晩成,3500,3500,63,160,100,100,100
23029,ライアン,温厚なる騎士,2,風,弓矢,王国,男,26,5133,9312,1,1,160,2.60,48,40,晩成,3582,3582,77,130,100,100,100
23030,レザール,深翠の重戦士,2,風,打撃,動物の国,男,18,6948,4626,3,1,25,2.40,48,53,早熟,1928,5783,67,150,100,100,100
23031,バルビーナ,萌葱の銃士,2,風,銃弾,王国,女,15,4185,9335,1,1,120,2.48,52,42,平均,3764,3764,71,140,100,100,100
23032,ポポイ,残されし妖精,2,風,魔法,聖剣伝説の国,両性,?,3323,10913,1,3,165,2.92,46,22,早熟,3737,3737,56,180,100,100,100
23033,カナリア,天真の槍士,2,風,突撃,少数民族の国,女,16,6618,5547,2,1,35,1.94,53,43,晩成,2859,5719,77,130,100,100,100
23034,リチャード,浅緑の剣士,2,風,打撃,王国,男,18,7668,7233,1,1,30,2.46,60,51,晩成,2940,2940,71,140,100,100,100
23035,エマ,緑晶の調石師,2,風,回復,エレキの国,女,17,4359,6576,2,1,160,2.78,44,32,晩成,2365,4731,100,100,120,100,110
23036,カリーナ,緑芽の逸れ弾,2,風,銃弾,西部の国,女,14,4083,8676,1,1,155,2.21,51,32,晩成,3926,3926,77,130,100,100,100
23037,カロカロ,骨刃の剣士,2,風,斬撃,恐竜の国,男,17,7095,7965,1,1,18,2.35,52,56,晩成,3389,3389,77,130,100,100,100
23038,チュリプ,花弓の射手,2,風,弓矢,植物の国,女,13,4221,10341,1,1,160,2.58,55,30,晩成,4008,4008,67,150,100,100,100
23039,ロメオ,巻角の槍士,2,風,突撃,動物の国,男,16,5853,5230,3,1,35,2.25,55,48,早熟,2324,6973,71,140,100,100,100
23040,ターネス,神躰の旅人,2,風,斬撃,お菓子の国,男,23,6275,5695,2,1,18,2.06,56,58,平均,2765,5529,67,150,100,100,100
23041,フォルナ,斑羽の槌士,2,風,打撃,動物の国,女,21,7392,5568,3,1,25,2.87,54,48,晩成,1940,5820,77,130,100,100,100
23042,カルム,碧髪の冒険者,2,風,弓矢,王国,男,17,4900,9800,1,1,165,2.75,50,45,平均,3564,3564,63,160,100,100,100
23043,ナタリア,衷情の銃士,2,風,銃弾,常夏の国,女,16,4300,6625,2,1,130,2.25,56,42,平均,2944,5889,77,130,100,100,100
23044,パラティ,風路の侍従,2,風,魔法,恐竜の国,男,16,4815,10680,1,3,130,3.2,40,35,晩成,3338,3338,61,165,100,100,100
23045,エトーレ,黒衣の術士,2,風,魔法,王国,女,16,4180,7930,2,1,160,2.91,55,30,早熟,2725,5450,59,170,100,100,100％
23046,ギャグリー,愛で草の弓士,2,風,弓矢,植物の国,男,28,4995,9333,1,1,135,2.67,45,41,晩成,3495,3495,71,140,100,100,100
23047,アンリ,日陰の少女,2,風,回復,機械の国,女,8,3172,4777,1,2,130,1.99,38,26,早熟,2400,2400,100,100,120,100,100
23048,マレード,能弁の銃士,2,風,銃弾,お菓子の国,男,12,4635,10065,1,1,165,2.50,52,37,晩成,4026,4026,74,135,100,100,100
23049,ユゥル,光風の皇子,2,風,魔法,少数民族の国,男,10,3627,8103,2,1,165,2.79,49,27,晩成,2904,5809,54,185,100,100,100
23050,シュトルツ,嵐の調石師,2,風,回復,エレキの国,女,17,4359,7923,1,3,165,2.72,47,33,晩成,2913,2913,100,100,120,100,110
23051,ベンヴェヌ,波風の給仕,2,風,銃弾,常夏の国,男,12,4380,7233,1,2,135,1.93,55,34,晩成,3748,3748,74,135,100,100,100
23052,フェビンリー,夢想の弓手,2,風,弓矢,空の国,男,21,4221,6798,3,1,155,2.68,57,33,晩成,2537,7611,69,145,100,100,100
24001,デトレフ,情愛の剣士,2,光,打撃,空の国,男,18,6800,7400,1,1,30,2.40,62,52,平均,3083,3083,92,92,92,100,130
24002,コナー,橙羽の剣士,2,光,斬撃,妖精の国,男,15,5560,6315,1,1,18,1.68,68,38,平均,3759,3759,92,92,92,100,130
24003,カナミ,雷裁の魔導士,2,光,魔法,千メモの国,女,14,3525,6955,3,1,170,2.97,51,33,平均,2342,7025,86,86,86,100,170
24004,アン,魔女の後継者,2,光,魔法,魔法の国,女,14,4083,13035,1,1,170,3.20,45,25,晩成,4073,4073,86,86,86,100,170
24005,イムア,鉄の機械技師,2,光,斬撃,機械の国,女,18,6495,6495,1,1,18,2.10,64,57,早熟,3093,3093,90,90,90,100,140
24006,ウェンディ,砂の占術師,2,光,回復,砂漠の国,女,19,4995,7212,1,1,160,2.35,44,50,晩成,3069,3069,100,100,100,120,100
24007,カザニ,草原の術士,2,光,魔法,少数民族の国,女,28,3493,8572,2,1,165,2.88,56,32,早熟,2976,5953,88,88,88,100,160
24008,カナン,紫光の旅人,2,光,回復,王国,女,14,4765,5580,2,1,145,2.47,48,32,平均,2259,4518,100,100,100,120,100
24009,クッキー,旅の戦メイド,2,光,斬撃,お菓子の国,女,16,8685,4607,1,1,15,2.09,48,71,早熟,2204,2204,92,92,92,100,130
24010,コーディ,情熱の銃士,2,光,銃弾,常夏の国,男,18,4475,9200,1,1,130,2.35,59,43,平均,3915,3915,90,90,90,100,140
24011,シュネ,淡黄の少年,2,光,回復,雪の国,男,15,5568,6024,1,1,165,2.02,48,39,晩成,2982,2982,100,100,100,120,100
24012,セシリア,金尾の槌使い,2,光,打撃,西部の国,女,18,6457,5362,2,1,25,2.45,57,49,早熟,2189,4377,90,90,90,100,140
24013,チェルシー,白衣の研究者,2,光,斬撃,王国,女,29,8400,7350,1,1,13,1.95,55,40,晩成,3769,3769,90,90,90,100,140
24014,ヌイ,黄光の剣士,2,光,斬撃,砂漠の国,女,13,5580,5830,2,1,18,1.95,60,56,平均,2990,5979,89,89,89,100,150
24015,フィネット,小悪魔の弓手,2,光,弓矢,動物の国,女,22,5112,10065,1,1,155,2.60,46,39,晩成,3871,3871,90,90,90,100,140
24016,ファーガ,石槌の狩人,2,光,打撃,西部の国,男,19,8241,5430,3,1,25,2.90,52,55,晩成,1872,5617,89,89,89,100,150
24017,ブランカ,破顔の旅僧侶,2,光,回復,死者の国,女,17,4475,7205,1,1,165,2.40,46,36,平均,3002,3002,100,100,100,120,100
24018,ボルボロ,蔦葛の狩人,2,光,突撃,植物の国,男,18,7668,5409,2,1,35,1.95,64,42,晩成,2774,5548,90,90,90,100,140
24019,マノロ,骨頭巾の弓士,2,光,弓矢,死者の国,男,15,3984,8402,1,1,155,2.28,53,37,早熟,3685,3685,92,92,92,100,130
24020,ミレア,薄茶の銃使い,2,光,銃弾,王国,女,16,3814,7250,1,1,115,1.99,57,37,早熟,3643,3643,92,92,92,100,130
24021,ユーリ,薄黄羽の槍士,2,光,突撃,妖精の国,男,15,6306,4947,2,1,35,1.87,70,24,早熟,2645,5291,92,92,92,100,130
24022,ラム,鋼の発明家,2,光,打撃,機械の国,女,18,7205,3835,3,1,25,2.05,61,61,平均,1871,5612,92,92,92,100,130
24023,ロット,覆面の格闘家,2,光,突撃,科学の国,女,18,5580,5830,1,3,11,1.38,67,51,平均,4225,4225,88,88,88,100,160
24024,コゼット,夢路の迷い子,2,光,魔法,死者の国,女,8,3100,7825,2,1,160,2.58,46,19,平均,3033,6066,92,92,92,100,130
24025,ディアン,機甲の格闘家,2,光,突撃,機械の国,女,19,6162,7329,1,3,13,1.80,55,60,晩成,4072,4072,86,86,86,100,170
24026,ジャンナ,焦光の銃士,2,光,銃弾,機械の国,女,16,4475,8310,1,1,130,2.16,51,38,平均,3847,3847,90,90,90,100,140
24027,ルーカス,光浴の魔術師,2,光,魔法,植物の国,男,20,3210,9327,2,1,165,3.27,50,29,早熟,2852,5705,86,86,86,100,170
24028,ララ,膨尾の弓士,2,光,弓矢,動物の国,女,16,4455,7980,1,1,160,2.10,56,34,平均,3800,3800,89,89,89,100,150
24029,メルナード,縞布の剣士,2,光,斬撃,常夏の国,男,15,6639,8220,1,1,18,2.31,53,54,晩成,3558,3558,89,89,89,100,150
24030,ユリウス,至誠なる助手,2,光,回復,科学の国,男,17,4340,7205,1,3,160,2.62,48,42,平均,2750,2750,100,100,100,120,110
24031,ティグ,懐背を追う者,2,光,突撃,植物の国,男,15,5740,7080,1,1,75,1.90,50,40,早熟,3726,3726,90,90,90,100,140
24032,テルル,光留の重戦士,2,光,打撃,科学の国,女,15,7515,4765,2,1,25,2.12,54,58,平均,2248,4495,92,92,92,100,130
24033,カルセ,無識の脚本家,2,光,銃弾,エレキの国,女,14,4495,6470,2,1,125,2.20,50,40,平均,2941,5882,92,92,92,100,130
24034,レンディス,光弓の測定士,2,光,弓矢,科学の国,男,22,4630,8775,1,1,140,2.25,50,45,平均,3900,3900,92,92,92,100,130
24035,ルピナス,野花の銃士,2,光,銃弾,植物の国,女,20,4003,8024,1,1,120,2.06,52,39,早熟,3895,3895,92,92,92,100,130
24036,チェネレ,遊歩の術士,2,光,魔法,死者の国,女,10,3410,11330,1,3,160,2.90,44,23,平均,3907,3907,88,88,88,100,160
24037,スーリーレ,歓笑の弓使い,2,光,弓矢,空の国,女,23,4456,8534,1,1,165,2.33,58,27,早熟,3663,3663,90,90,90,100,140
24038,エリンシア,懐輝の老淑女,2,光,銃弾,常夏の国,女,73,3945,9270,1,1,165,2.40,42,30,晩成,3863,3863,92,92,92,100,130
24039,エルラ,磨石の銃士,2,光,銃弾,科学の国,女,12,4200,8442,1,1,160,2.22,54,26,晩成,3803,3803,90,90,90,100,140
24040,エルネス,雷晶の術士,2,光,魔法,エレキの国,男,15,5270,6335,3,1,130,3.33,48,43,平均,1902,5707,86,86,86,100,175
24041,メイレット,謹語の弓士,2,光,弓矢,少数民族の国,女,16,4041,7530,2,1,155,2.48,54,38,晩成,3036,6073,91,91,91,100,135
24042,クローシェ,温情の銃士,2,光,銃弾,雪の国,女,20,4242,7509,2,1,130,2.46,49,36,晩成,3052,6105,94,94,94,100,120
25001,リアット,旅の芸術家,2,闇,回復,王国,男,25,5141,9874,1,3,160,3.21,45,35,晩成,3076,3076,100,100,100,100,120
25002,ホセファ,浅紫の格闘家,2,闇,突撃,エレキの国,女,15,5055,5870,1,3,11,1.48,67,52,平均,3966,3966,90,90,90,140,100
25003,リディ,多彩の銃士,2,闇,銃弾,植物の国,女,14,4116,7099,1,1,125,1.72,54,36,早熟,4127,4127,92,92,92,130,100
25004,ヴィスパ,薄墨の射手,2,闇,弓矢,死者の国,男,21,3945,10680,1,1,145,2.55,49,28,晩成,4188,4188,89,89,89,150,100
25005,カルト,革正の格闘家,2,闇,突撃,雪の国,男,18,5850,5425,1,3,11,1.50,68,61,平均,3617,3617,89,89,89,150,100
25006,ククリ,黒白の僧侶,2,闇,回復,空の国,女,16,4320,6275,2,1,140,2.75,53,39,平均,2282,4564,100,100,100,100,120
25007,くろう,双黒の侍,2,闇,斬撃,和の国,男,16,5430,11211,1,1,18,2.60,58,43,晩成,4312,4312,90,90,90,140,100
25008,シキ,流浪の格闘家,2,闇,突撃,王国,男,16,5589,6342,1,3,11,1.30,62,54,晩成,4878,4878,86,86,86,170,100
25009,ジェイデン,果敢なる剣士,2,闇,打撃,西部の国,男,21,7439,6646,1,1,30,2.46,46,60,早熟,2702,2702,90,90,90,140,100
25010,ジュジュ,無垢の重戦士,2,闇,打撃,恐竜の国,女,10,7350,6003,3,1,25,3.25,46,60,晩成,1847,5541,90,90,90,140,100
25011,スティト,奔放の技巧士,2,闇,銃弾,動物の国,男,18,4650,7650,1,1,130,2.00,50,40,平均,3825,3825,92,92,92,130,100
25012,ソワレ,移り気な魔女,2,闇,魔法,魔法の国,女,18,4041,13671,1,1,185,3.35,42,22,晩成,4081,4081,88,88,88,160,100
25013,デジェル,氷原の弓士,2,闇,弓矢,雪の国,男,20,4777,8572,1,1,140,2.40,48,44,早熟,3572,3572,90,90,90,140,100
25014,トルテ,深愛の銃士,2,闇,銃弾,お菓子の国,女,15,4656,7923,1,1,120,1.80,42,33,晩成,4402,4402,90,90,90,140,100
25015,フェスカ,甘闇の旅人,2,闇,魔法,お菓子の国,男,17,3625,7250,2,1,170,2.70,48,27,早熟,2685,5370,86,86,86,170,100
25016,プシコ,襤褸の研究者,2,闇,斬撃,科学の国,男,20,5405,6780,1,1,13,1.63,58,20,平均,4160,4160,94,94,94,120,100
25017,プルメリ,夏色の剣闘士,2,闇,斬撃,常夏の国,女,17,10680,5430,1,1,15,2.11,44,73,晩成,2573,2573,90,90,90,140,100
25018,メイ,朝露の槍使い,2,闇,突撃,妖精の国,女,13,6342,6003,2,1,35,2.00,60,42,晩成,3002,6003,90,90,90,140,100
25019,メリーチェ,紫紺の旅人,2,闇,打撃,空の国,女,19,7053,7923,1,1,30,2.55,60,48,晩成,3107,3107,89,89,89,150,100
25020,メリル,紫衣の暗殺者,2,闇,斬撃,王国,女,14,5568,6936,1,1,13,1.41,60,24,晩成,4919,4919,92,92,92,130,100
25021,ヨミ,奈落の千鬼,2,闇,回復,マジョマジョの国,女,13,3946,6004,1,1,165,2.39,43,40,早熟,2512,2512,100,100,100,100,120
25022,ランファ,紫闇の舞手,2,闇,斬撃,少数民族の国,女,16,6005,4940,2,1,18,1.66,66,41,平均,2976,5952,89,89,89,150,100
25023,ルミナリア,灰色の科学者,2,闇,魔法,科学の国,女,26,3648,8400,3,1,180,3.00,52,22,晩成,2800,8400,85,85,85,180,100
25024,ソフィーヤ,追想の令嬢,2,闇,斬撃,雪の国,女,18,4920,6315,1,1,13,1.52,52,36,平均,4155,4155,97,97,97,110,100
25025,ルヴィーレン,犀利なる術士,2,闇,魔法,雪の国,男,14,3531,9950,1,1,165,2.69,47,31,早熟,3699,3699,86,86,86,170,100
25026,スピノ,骨矢の射手,2,闇,弓矢,恐竜の国,女,15,5115,7555,1,1,115,2.12,44,46,平均,3564,3564,92,92,92,130,100
25027,ピスティア,信奉の侍者,2,闇,回復,空の国,女,11,3835,6025,2,1,160,2.66,52,29,平均,2265,4530,100,100,100,110,120
25028,シャオリン,紅き禍つ星,2,闇,弓矢,少数民族の国,女,16,3924,9609,1,1,160,2.50,46,26,晩成,3844,3844,88,88,88,160,100
25029,キュリー,準帽の銃士,2,闇,銃弾,西部の国,女,18,4590,8465,1,1,145,2.10,47,39,平均,4031,4031,90,90,90,140,100
25030,スフェラ,無魔の銃士,2,闇,銃弾,魔法の国,男,17,5091,7191,2,1,130,2.44,48,44,晩成,2947,5894,94,94,94,120,100
25031,ルシル,羽帽の剣士,2,闇,斬撃,死者の国,男,11,4953,7095,1,1,13,1.70,53,33,晩成,4174,4174,94,94,94,120,100
25032,エルフリーデ,月影の魔女,2,闇,魔法,死者の国,女,17,5133,9864,1,3,135,3.00,44,44,晩成,3288,3288,88,88,88,160,100
25033,アコル,黙想の弓使い,2,闇,弓矢,空の国,女,20,3493,8968,1,1,165,2.33,54,34,早熟,3849,3849,90,90,90,140,100
25034,ノーチェ,弦筒の銃士,2,闇,銃弾,エレキの国,女,13,4062,8994,1,1,160,2.39,44,31,晩成,3763,3763,92,92,92,130,100
25035,ヴィリローゼ,影戯の術士,2,闇,魔法,死者の国,女,21,3680,8755,2,1,160,3.04,47,24,平均,2880,5760,85,85,85,180,100
25036,ちひろ,描画の録師,2,闇,弓矢,和の国,男,15,3980,7805,1,1,150,1.99,53,37,平均,3922,3922,90,90,90,145,100
25037,ジュディス,相称の新社員,2,闇,突撃,科学の国,女,19,4974,6639,1,3,11,1.49,64,46,晩成,4455,4455,88,88,88,160,100
25038,ユディ,午睡の弓士,2,闇,弓矢,動物の国,女,21,4607,6797,2,1,130,2.48,46,46,早熟,2741,5481,91,91,91,135,100
25039,レイミィ,紅縞の銃士,2,闇,銃弾,科学の国,女,15,3984,6797,2,1,135,2.35,53,35,早熟,2892,5784,93,93,93,125,100
25040,リース,翼の理容師,2,闇,銃弾,空の国,女,17,3855,6585,2,2,160,2.35,53,31,平均,2802,5604,91,91,91,135,100
25041,コラード,灰尾の術士,2,闇,魔法,動物の国,男,14,3210,6325,3,1,165,3.01,49,35,早熟,2101,6304,86,86,86,175,100
25042,キアン,昏き森の幼子,2,闇,魔法,植物の国,女,?,4083,7923,2,2,140,3.17,46,29,晩成,2499,4999,84,84,84,190,100
25043,ローエル,隠瑕の剣士,2,闇,斬撃,王国,男,21,6045,6342,1,1,18,1.65,65,32,晩成,3844,3844,88,88,88,155,100
